# n=270
z c strct
-1.119184e+00 3.344133e-02 mart
-1.108980e+00 3.344130e-02 mart
-1.098776e+00 3.344125e-02 mart
-1.088571e+00 3.344118e-02 mart
-1.078367e+00 3.344108e-02 mart
-1.068163e+00 3.344093e-02 mart
-1.057959e+00 3.344072e-02 mart
-1.047755e+00 3.344043e-02 mart
-1.037551e+00 3.344002e-02 mart
-1.027347e+00 3.343946e-02 mart
-1.017143e+00 3.343868e-02 mart
-1.006939e+00 3.343761e-02 mart
-9.967347e-01 3.343617e-02 mart
-9.865306e-01 3.343422e-02 mart
-9.763265e-01 3.343163e-02 mart
-9.661224e-01 3.342820e-02 mart
-9.559184e-01 3.342369e-02 mart
-9.457143e-01 3.341782e-02 mart
-9.355102e-01 3.341023e-02 mart
-9.253061e-01 3.340051e-02 mart
-9.151020e-01 3.338814e-02 mart
-9.048980e-01 3.337256e-02 mart
-8.946939e-01 3.335307e-02 mart
-8.844898e-01 3.332891e-02 mart
-8.742857e-01 3.329922e-02 mart
-8.640816e-01 3.326302e-02 mart
-8.538776e-01 3.321930e-02 mart
-8.436735e-01 3.316695e-02 mart
-8.334694e-01 3.310481e-02 mart
-8.232653e-01 3.303175e-02 mart
-8.130612e-01 3.294663e-02 mart
-8.028571e-01 3.284841e-02 mart
-7.926531e-01 3.273615e-02 mart
-7.824490e-01 3.260915e-02 mart
-7.722449e-01 3.246693e-02 mart
-7.620408e-01 3.230936e-02 mart
-7.518367e-01 3.213672e-02 mart
-7.416327e-01 3.194973e-02 mart
-7.314286e-01 3.174966e-02 mart
-7.212245e-01 3.153835e-02 mart
-7.110204e-01 3.131823e-02 mart
-7.008163e-01 3.109235e-02 mart
-6.906122e-01 3.086436e-02 mart
-6.804082e-01 3.063842e-02 mart
-6.702041e-01 3.041918e-02 mart
-6.600000e-01 3.021163e-02 mart
-6.600000e-01 7.940147e-02 aus1
-6.566677e-01 6.072248e-02 aus1
-6.533354e-01 3.830411e-02 aus1
-6.500031e-01 3.381170e-02 aus1
-6.466708e-01 3.346243e-02 aus1
-6.433385e-01 3.344239e-02 aus1
-6.400062e-01 3.344144e-02 aus1
-6.366739e-01 3.344140e-02 aus1
-6.333416e-01 3.344140e-02 aus1
-6.300093e-01 3.344140e-02 aus1
-6.266770e-01 3.344140e-02 aus1
-6.233447e-01 3.344140e-02 aus1
-6.200124e-01 3.344140e-02 aus1
-6.166801e-01 3.344140e-02 aus1
-6.133479e-01 3.344140e-02 aus1
-6.100156e-01 3.344140e-02 aus1
-6.066833e-01 3.344140e-02 aus1
-6.033510e-01 3.344140e-02 aus1
-6.000187e-01 3.344140e-02 aus1
-5.966864e-01 3.344140e-02 aus1
-5.933541e-01 3.344140e-02 aus1
-5.900218e-01 3.344140e-02 aus1
-5.866895e-01 3.344140e-02 aus1
-5.833572e-01 3.344140e-02 aus1
-5.800249e-01 3.344140e-02 aus1
-5.766926e-01 3.344140e-02 aus1
-5.733603e-01 3.344140e-02 aus1
-5.700280e-01 3.344140e-02 aus1
-5.666957e-01 3.344140e-02 aus1
-5.633634e-01 3.344140e-02 aus1
-5.600311e-01 3.344140e-02 aus1
-5.566988e-01 3.344140e-02 aus1
-5.533665e-01 3.344140e-02 aus1
-5.500342e-01 3.344140e-02 aus1
-5.467019e-01 3.344140e-02 aus1
-5.433696e-01 3.344140e-02 aus1
-5.400373e-01 3.344140e-02 aus1
-5.367050e-01 3.344140e-02 aus1
-5.333727e-01 3.344140e-02 aus1
-5.300404e-01 3.344140e-02 aus1
-5.267081e-01 3.344140e-02 aus1
-5.233758e-01 3.344140e-02 aus1
-5.200436e-01 3.344140e-02 aus1
-5.167113e-01 3.344140e-02 aus1
-5.133790e-01 3.344140e-02 aus1
-5.100467e-01 3.344140e-02 aus1
-5.067144e-01 3.344140e-02 aus1
-5.033821e-01 3.344140e-02 aus1
-5.000498e-01 3.344140e-02 aus1
-4.967175e-01 3.344140e-02 aus1
-4.933852e-01 3.344140e-02 aus1
-4.900529e-01 3.344140e-02 aus1
-4.867206e-01 3.344140e-02 aus1
-4.833883e-01 3.344140e-02 aus1
-4.800560e-01 3.344140e-02 aus1
-4.767237e-01 3.344140e-02 aus1
-4.733914e-01 3.344140e-02 aus1
-4.700591e-01 3.344140e-02 aus1
-4.667268e-01 3.344140e-02 aus1
-4.633945e-01 3.344140e-02 aus1
-4.600622e-01 3.344140e-02 aus1
-4.567299e-01 3.344140e-02 aus1
-4.533976e-01 3.344140e-02 aus1
-4.500653e-01 3.344140e-02 aus1
-4.467330e-01 3.344140e-02 aus1
-4.434007e-01 3.344140e-02 aus1
-4.400684e-01 3.344140e-02 aus1
-4.367361e-01 3.344140e-02 aus1
-4.334038e-01 3.344140e-02 aus1
-4.300715e-01 3.344140e-02 aus1
-4.267393e-01 3.344140e-02 aus1
-4.234070e-01 3.344140e-02 aus1
-4.200747e-01 3.344140e-02 aus1
-4.167424e-01 3.344140e-02 aus1
-4.134101e-01 3.344140e-02 aus1
-4.100778e-01 3.344140e-02 aus1
-4.067455e-01 3.344140e-02 aus1
-4.034132e-01 3.344140e-02 aus1
-4.000809e-01 3.344140e-02 aus1
-3.967486e-01 3.344140e-02 aus1
-3.934163e-01 3.344140e-02 aus1
-3.900840e-01 3.344140e-02 aus1
-3.867517e-01 3.344140e-02 aus1
-3.834194e-01 3.344140e-02 aus1
-3.800871e-01 3.344140e-02 aus1
-3.767548e-01 3.344140e-02 aus1
-3.734225e-01 3.344140e-02 aus1
-3.700902e-01 3.344140e-02 aus1
-3.667579e-01 3.344140e-02 aus1
-3.634256e-01 3.344140e-02 aus1
-3.600933e-01 3.344140e-02 aus1
-3.567610e-01 3.344140e-02 aus1
-3.534287e-01 3.344140e-02 aus1
-3.500964e-01 3.344140e-02 aus1
-3.467641e-01 3.344140e-02 aus1
-3.434318e-01 3.344142e-02 aus1
-3.400995e-01 3.344189e-02 aus1
-3.367672e-01 3.345161e-02 aus1
-3.334350e-01 3.360886e-02 aus1
-3.301027e-01 3.536439e-02 aus1
-3.301027e-01 1.172859e-05 fer1
-3.300798e-01 1.172859e-05 fer1
-3.300570e-01 1.172859e-05 fer1
-3.300342e-01 1.172859e-05 fer1
-3.300114e-01 1.172858e-05 fer1
-3.299886e-01 1.172858e-05 fer1
-3.299658e-01 1.172858e-05 fer1
-3.299430e-01 1.172858e-05 fer1
-3.299202e-01 1.172858e-05 fer1
-3.298973e-01 1.172858e-05 fer1
-3.298973e-01 3.536438e-02 aus2
-3.265661e-01 3.360904e-02 aus2
-3.232348e-01 3.345163e-02 aus2
-3.199036e-01 3.344189e-02 aus2
-3.165723e-01 3.344142e-02 aus2
-3.132411e-01 3.344140e-02 aus2
-3.099098e-01 3.344140e-02 aus2
-3.065786e-01 3.344140e-02 aus2
-3.032473e-01 3.344140e-02 aus2
-2.999161e-01 3.344140e-02 aus2
-2.965848e-01 3.344140e-02 aus2
-2.932536e-01 3.344140e-02 aus2
-2.899223e-01 3.344140e-02 aus2
-2.865911e-01 3.344140e-02 aus2
-2.832598e-01 3.344140e-02 aus2
-2.799286e-01 3.344140e-02 aus2
-2.765973e-01 3.344140e-02 aus2
-2.732661e-01 3.344140e-02 aus2
-2.699348e-01 3.344140e-02 aus2
-2.666036e-01 3.344140e-02 aus2
-2.632723e-01 3.344140e-02 aus2
-2.599411e-01 3.344140e-02 aus2
-2.566098e-01 3.344140e-02 aus2
-2.532786e-01 3.344140e-02 aus2
-2.499473e-01 3.344140e-02 aus2
-2.466161e-01 3.344140e-02 aus2
-2.432848e-01 3.344140e-02 aus2
-2.399536e-01 3.344140e-02 aus2
-2.366223e-01 3.344140e-02 aus2
-2.332911e-01 3.344140e-02 aus2
-2.299598e-01 3.344140e-02 aus2
-2.266286e-01 3.344140e-02 aus2
-2.232973e-01 3.344140e-02 aus2
-2.199661e-01 3.344140e-02 aus2
-2.166348e-01 3.344140e-02 aus2
-2.133036e-01 3.344140e-02 aus2
-2.099723e-01 3.344140e-02 aus2
-2.066410e-01 3.344140e-02 aus2
-2.033098e-01 3.344140e-02 aus2
-1.999785e-01 3.344140e-02 aus2
-1.966473e-01 3.344140e-02 aus2
-1.933160e-01 3.344140e-02 aus2
-1.899848e-01 3.344140e-02 aus2
-1.866535e-01 3.344140e-02 aus2
-1.833223e-01 3.344140e-02 aus2
-1.799910e-01 3.344140e-02 aus2
-1.766598e-01 3.344140e-02 aus2
-1.733285e-01 3.344140e-02 aus2
-1.699973e-01 3.344140e-02 aus2
-1.666660e-01 3.344140e-02 aus2
-1.633348e-01 3.344140e-02 aus2
-1.600035e-01 3.344140e-02 aus2
-1.566723e-01 3.344140e-02 aus2
-1.533410e-01 3.344140e-02 aus2
-1.500098e-01 3.344140e-02 aus2
-1.466785e-01 3.344140e-02 aus2
-1.433473e-01 3.344140e-02 aus2
-1.400160e-01 3.344140e-02 aus2
-1.366848e-01 3.344140e-02 aus2
-1.333535e-01 3.344140e-02 aus2
-1.300223e-01 3.344140e-02 aus2
-1.266910e-01 3.344140e-02 aus2
-1.233598e-01 3.344140e-02 aus2
-1.200285e-01 3.344140e-02 aus2
-1.166973e-01 3.344140e-02 aus2
-1.133660e-01 3.344140e-02 aus2
-1.100348e-01 3.344140e-02 aus2
-1.067035e-01 3.344140e-02 aus2
-1.033723e-01 3.344140e-02 aus2
-1.000410e-01 3.344140e-02 aus2
-9.670976e-02 3.344140e-02 aus2
-9.337851e-02 3.344140e-02 aus2
-9.004726e-02 3.344140e-02 aus2
-8.671601e-02 3.344140e-02 aus2
-8.338475e-02 3.344140e-02 aus2
