# n=270
# ti=0.05 tf=10 tstep=0.05 ntime=200
z c strct
-1.405185e-01 3.344140e-02 aus2
-1.372443e-01 3.344140e-02 aus2
-1.339701e-01 3.344140e-02 aus2
-1.306960e-01 3.344140e-02 aus2
-1.274218e-01 3.344140e-02 aus2
-1.241476e-01 3.344140e-02 aus2
-1.208735e-01 3.344140e-02 aus2
-1.175993e-01 3.344140e-02 aus2
-1.143252e-01 3.344140e-02 aus2
-1.110510e-01 3.344140e-02 aus2
-1.077768e-01 3.344140e-02 aus2
-1.045027e-01 3.344140e-02 aus2
-1.012285e-01 3.344140e-02 aus2
-9.795434e-02 3.344140e-02 aus2
-9.468017e-02 3.344140e-02 aus2
-9.140601e-02 3.344140e-02 aus2
-8.813184e-02 3.344140e-02 aus2
-8.485768e-02 3.344140e-02 aus2
-8.158352e-02 3.344140e-02 aus2
-7.830935e-02 3.344140e-02 aus2
-7.503519e-02 3.344140e-02 aus2
-7.176103e-02 3.344140e-02 aus2
-6.848686e-02 3.344140e-02 aus2
-6.521270e-02 3.344140e-02 aus2
-6.193854e-02 3.344140e-02 aus2
-5.866437e-02 3.344140e-02 aus2
-5.539021e-02 3.344140e-02 aus2
-5.211605e-02 3.344140e-02 aus2
-4.884188e-02 3.344140e-02 aus2
-4.556772e-02 3.344140e-02 aus2
-4.229356e-02 3.344140e-02 aus2
-3.901939e-02 3.344140e-02 aus2
-3.574523e-02 3.344140e-02 aus2
-3.247107e-02 3.344140e-02 aus2
-2.919690e-02 3.344142e-02 aus2
-2.592274e-02 3.344159e-02 aus2
-2.264858e-02 3.344317e-02 aus2
-1.937441e-02 3.345613e-02 aus2
-1.610025e-02 3.354955e-02 aus2
-1.282608e-02 3.412283e-02 aus2
-9.551921e-03 3.684628e-02 aus2
-6.277758e-03 4.457596e-02 aus2
-3.003594e-03 5.496925e-02 aus2
-3.003594e-03 2.465183e-05 fer2
-2.669862e-03 2.465183e-05 fer2
-2.336129e-03 2.465183e-05 fer2
-2.002396e-03 2.465183e-05 fer2
-1.668663e-03 2.465183e-05 fer2
-1.334931e-03 2.465183e-05 fer2
-1.001198e-03 2.465183e-05 fer2
-6.674654e-04 2.465183e-05 fer2
-3.337327e-04 2.465183e-05 fer2
0.000000e+00 2.465183e-05 fer2
-1.160000e+00 2.668214e-02 mart
-1.149796e+00 2.666879e-02 mart
-1.139592e+00 2.662875e-02 mart
-1.129388e+00 2.656204e-02 mart
-1.119184e+00 2.646873e-02 mart
-1.108980e+00 2.634887e-02 mart
-1.098776e+00 2.620258e-02 mart
-1.088571e+00 2.602996e-02 mart
-1.078367e+00 2.583116e-02 mart
-1.068163e+00 2.560635e-02 mart
-1.057959e+00 2.535571e-02 mart
-1.047755e+00 2.507947e-02 mart
-1.037551e+00 2.477786e-02 mart
-1.027347e+00 2.445115e-02 mart
-1.017143e+00 2.409964e-02 mart
-1.006939e+00 2.372367e-02 mart
-9.967347e-01 2.332358e-02 mart
-9.865306e-01 2.289977e-02 mart
-9.763265e-01 2.245265e-02 mart
-9.661224e-01 2.198268e-02 mart
-9.559184e-01 2.149035e-02 mart
-9.457143e-01 2.097616e-02 mart
-9.355102e-01 2.044067e-02 mart
-9.253061e-01 1.988446e-02 mart
-9.151020e-01 1.930815e-02 mart
-9.048980e-01 1.871238e-02 mart
-8.946939e-01 1.809784e-02 mart
-8.844898e-01 1.746522e-02 mart
-8.742857e-01 1.681527e-02 mart
-8.640816e-01 1.614876e-02 mart
-8.538776e-01 1.546647e-02 mart
-8.436735e-01 1.476923e-02 mart
-8.334694e-01 1.405788e-02 mart
-8.232653e-01 1.333329e-02 mart
-8.130612e-01 1.259634e-02 mart
-8.028571e-01 1.184793e-02 mart
-7.926531e-01 1.108898e-02 mart
-7.824490e-01 1.032042e-02 mart
-7.722449e-01 9.543201e-03 mart
-7.620408e-01 8.758269e-03 mart
-7.518367e-01 7.966584e-03 mart
-7.416327e-01 7.169106e-03 mart
-7.314286e-01 6.366801e-03 mart
-7.212245e-01 5.560630e-03 mart
-7.110204e-01 4.751552e-03 mart
-7.008163e-01 3.940522e-03 mart
-6.906122e-01 3.128486e-03 mart
-6.804082e-01 2.316380e-03 mart
-6.702041e-01 1.505127e-03 mart
-6.600000e-01 6.956379e-04 mart
-6.600000e-01 1.630423e-01 aus1
-6.567058e-01 1.619259e-01 aus1
-6.534117e-01 1.607402e-01 aus1
-6.501175e-01 1.594767e-01 aus1
-6.468233e-01 1.581257e-01 aus1
-6.435291e-01 1.566753e-01 aus1
-6.402350e-01 1.551111e-01 aus1
-6.369408e-01 1.534154e-01 aus1
-6.336466e-01 1.515663e-01 aus1
-6.303524e-01 1.495357e-01 aus1
-6.270583e-01 1.472876e-01 aus1
-6.237641e-01 1.447741e-01 aus1
-6.204699e-01 1.419304e-01 aus1
-6.171757e-01 1.386651e-01 aus1
-6.138816e-01 1.348446e-01 aus1
-6.105874e-01 1.302625e-01 aus1
-6.072932e-01 1.245782e-01 aus1
-6.039990e-01 1.171740e-01 aus1
-6.007049e-01 1.067679e-01 aus1
-5.974107e-01 9.007080e-02 aus1
-5.941165e-01 5.425333e-02 aus1
-5.908223e-01 3.520196e-02 aus1
-5.875282e-01 3.354484e-02 aus1
-5.842340e-01 3.344722e-02 aus1
-5.809398e-01 3.344172e-02 aus1
-5.776457e-01 3.344142e-02 aus1
-5.743515e-01 3.344140e-02 aus1
-5.710573e-01 3.344140e-02 aus1
-5.677631e-01 3.344140e-02 aus1
-5.644690e-01 3.344140e-02 aus1
-5.611748e-01 3.344140e-02 aus1
-5.578806e-01 3.344140e-02 aus1
-5.545864e-01 3.344140e-02 aus1
-5.512923e-01 3.344140e-02 aus1
-5.479981e-01 3.344140e-02 aus1
-5.447039e-01 3.344140e-02 aus1
-5.414097e-01 3.344140e-02 aus1
-5.381156e-01 3.344140e-02 aus1
-5.348214e-01 3.344140e-02 aus1
-5.315272e-01 3.344140e-02 aus1
-5.282330e-01 3.344140e-02 aus1
-5.249389e-01 3.344140e-02 aus1
-5.216447e-01 3.344140e-02 aus1
