t mart.cavg aust.cavg
2.545000e-02 3.345394e-02 3.330945e-02
2.550000e-02 3.345397e-02 3.330942e-02
2.555000e-02 3.345399e-02 3.330940e-02
2.560000e-02 3.345401e-02 3.330937e-02
2.565000e-02 3.345403e-02 3.330934e-02
2.570000e-02 3.345406e-02 3.330932e-02
2.575000e-02 3.345408e-02 3.330929e-02
2.580000e-02 3.345410e-02 3.330926e-02
2.585000e-02 3.345413e-02 3.330924e-02
2.590000e-02 3.345415e-02 3.330921e-02
2.595000e-02 3.345417e-02 3.330918e-02
2.600000e-02 3.345419e-02 3.330916e-02
2.605000e-02 3.345422e-02 3.330913e-02
2.610000e-02 3.345424e-02 3.330911e-02
2.615000e-02 3.345426e-02 3.330908e-02
2.620000e-02 3.345428e-02 3.330905e-02
2.625000e-02 3.345431e-02 3.330903e-02
2.630000e-02 3.345433e-02 3.330900e-02
2.635000e-02 3.345435e-02 3.330897e-02
2.640000e-02 3.345438e-02 3.330895e-02
2.645000e-02 3.345440e-02 3.330892e-02
2.650000e-02 3.345442e-02 3.330889e-02
2.655000e-02 3.345444e-02 3.330887e-02
2.660000e-02 3.345447e-02 3.330884e-02
2.665000e-02 3.345449e-02 3.330881e-02
2.670000e-02 3.345451e-02 3.330879e-02
2.675000e-02 3.345453e-02 3.330876e-02
2.680000e-02 3.345456e-02 3.330874e-02
2.685000e-02 3.345458e-02 3.330871e-02
2.690000e-02 3.345460e-02 3.330868e-02
2.695000e-02 3.345463e-02 3.330866e-02
2.700000e-02 3.345465e-02 3.330863e-02
2.705000e-02 3.345467e-02 3.330860e-02
2.710000e-02 3.345469e-02 3.330858e-02
2.715000e-02 3.345472e-02 3.330855e-02
2.720000e-02 3.345474e-02 3.330852e-02
2.725000e-02 3.345476e-02 3.330850e-02
2.730000e-02 3.345478e-02 3.330847e-02
2.735000e-02 3.345481e-02 3.330845e-02
2.740000e-02 3.345483e-02 3.330842e-02
2.745000e-02 3.345485e-02 3.330839e-02
2.750000e-02 3.345487e-02 3.330837e-02
2.755000e-02 3.345490e-02 3.330834e-02
2.760000e-02 3.345492e-02 3.330831e-02
2.765000e-02 3.345494e-02 3.330829e-02
2.770000e-02 3.345496e-02 3.330826e-02
2.775000e-02 3.345499e-02 3.330824e-02
2.780000e-02 3.345501e-02 3.330821e-02
2.785000e-02 3.345503e-02 3.330818e-02
2.790000e-02 3.345505e-02 3.330816e-02
2.795000e-02 3.345508e-02 3.330813e-02
2.800000e-02 3.345510e-02 3.330810e-02
2.805000e-02 3.345512e-02 3.330808e-02
2.810000e-02 3.345515e-02 3.330805e-02
2.815000e-02 3.345517e-02 3.330803e-02
2.820000e-02 3.345519e-02 3.330800e-02
2.825000e-02 3.345521e-02 3.330797e-02
2.830000e-02 3.345524e-02 3.330795e-02
2.835000e-02 3.345526e-02 3.330792e-02
2.840000e-02 3.345528e-02 3.330789e-02
2.845000e-02 3.345530e-02 3.330787e-02
2.850000e-02 3.345533e-02 3.330784e-02
2.855000e-02 3.345535e-02 3.330782e-02
2.860000e-02 3.345537e-02 3.330779e-02
2.865000e-02 3.345539e-02 3.330776e-02
2.870000e-02 3.345542e-02 3.330774e-02
2.875000e-02 3.345544e-02 3.330771e-02
2.880000e-02 3.345546e-02 3.330769e-02
2.885000e-02 3.345548e-02 3.330766e-02
2.890000e-02 3.345551e-02 3.330763e-02
2.895000e-02 3.345553e-02 3.330761e-02
2.900000e-02 3.345555e-02 3.330758e-02
