t mart.ci0 mart.cin aus1.ci0 aus1.cin fer1.ci0 fer1.cin aus2.ci0 aus2.cin fer2.ci0 fer2.cin
6.850343e-01 2.374883e-02 2.246854e-02 1.128870e-01 6.162430e-02 3.070559e-05 3.070724e-05 6.162597e-02 6.140239e-02 3.048662e-05 3.048662e-05
6.900345e-01 2.371390e-02 2.243857e-02 1.128870e-01 6.165175e-02 3.073278e-05 3.073431e-05 6.165329e-02 6.143227e-02 3.051602e-05 3.051602e-05
6.950348e-01 2.367910e-02 2.240867e-02 1.128870e-01 6.167886e-02 3.075967e-05 3.076108e-05 6.168029e-02 6.146179e-02 3.054508e-05 3.054508e-05
7.000350e-01 2.364444e-02 2.237885e-02 1.128870e-01 6.170566e-02 3.078627e-05 3.078756e-05 6.170697e-02 6.149094e-02 3.057381e-05 3.057381e-05
7.050353e-01 2.360991e-02 2.234911e-02 1.128870e-01 6.173216e-02 3.081256e-05 3.081373e-05 6.173335e-02 6.151973e-02 3.060221e-05 3.060221e-05
7.100355e-01 2.357552e-02 2.231945e-02 1.128870e-01 6.175839e-02 3.083846e-05 3.083952e-05 6.175947e-02 6.154818e-02 3.063030e-05 3.063030e-05
7.150358e-01 2.354125e-02 2.228986e-02 1.128870e-01 6.178425e-02 3.086401e-05 3.086496e-05 6.178522e-02 6.157628e-02 3.065807e-05 3.065807e-05
7.200360e-01 2.350711e-02 2.226035e-02 1.128870e-01 6.180980e-02 3.088928e-05 3.089013e-05 6.181066e-02 6.160405e-02 3.068554e-05 3.068554e-05
7.250363e-01 2.347310e-02 2.223091e-02 1.128870e-01 6.183506e-02 3.091428e-05 3.091502e-05 6.183582e-02 6.163149e-02 3.071271e-05 3.071271e-05
7.300365e-01 2.343922e-02 2.220156e-02 1.128870e-01 6.186003e-02 3.093901e-05 3.093965e-05 6.186068e-02 6.165860e-02 3.073958e-05 3.073958e-05
7.350368e-01 2.340546e-02 2.217227e-02 1.128870e-01 6.188472e-02 3.096348e-05 3.096402e-05 6.188527e-02 6.168540e-02 3.076616e-05 3.076616e-05
7.400370e-01 2.337182e-02 2.214306e-02 1.128870e-01 6.190913e-02 3.098770e-05 3.098814e-05 6.190958e-02 6.171189e-02 3.079245e-05 3.079245e-05
7.450373e-01 2.333830e-02 2.211393e-02 1.128870e-01 6.193327e-02 3.101167e-05 3.101201e-05 6.193362e-02 6.173811e-02 3.081843e-05 3.081843e-05
7.500375e-01 2.330490e-02 2.208486e-02 1.128870e-01 6.195714e-02 3.103539e-05 3.103564e-05 6.195740e-02 6.176406e-02 3.084405e-05 3.084405e-05
7.550378e-01 2.327162e-02 2.205587e-02 1.128870e-01 6.198076e-02 3.105887e-05 3.105902e-05 6.198091e-02 6.178965e-02 3.086935e-05 3.086935e-05
7.600380e-01 2.323846e-02 2.202696e-02 1.128870e-01 6.200411e-02 3.108211e-05 3.108217e-05 6.200418e-02 6.181494e-02 3.089436e-05 3.089436e-05
7.650383e-01 2.320541e-02 2.199811e-02 1.128870e-01 6.202722e-02 3.110512e-05 3.110509e-05 6.202719e-02 6.183994e-02 3.091911e-05 3.091911e-05
7.700385e-01 2.317248e-02 2.196934e-02 1.128870e-01 6.205008e-02 3.112790e-05 3.112778e-05 6.204996e-02 6.186466e-02 3.094359e-05 3.094359e-05
